id,station_id,alert_level,threshold_value,label,effective_from
13412,4471,2,63.03,Cảnh báo,2024-05-16 21:44:28
13413,4471,3,65.03,Nguy hiểm,2024-05-16 21:44:28
13414,4472,1,27.06,Chú ý,2024-05-17 20:27:49
13415,4472,2,28.56,Cảnh báo,2024-05-17 20:27:49
13416,4472,3,30.56,Nguy hiểm,2024-05-17 20:27:49
13417,4473,1,91.29,Chú ý,2024-02-12 11:36:25
13418,4473,2,92.79,Cảnh báo,2024-02-12 11:36:25
13419,4473,3,94.79,Nguy hiểm,2024-02-12 11:36:25
13420,4474,1,92.08,Chú ý,2024-05-30 14:39:18
13421,4474,2,93.58,Cảnh báo,2024-05-30 14:39:18
13422,4474,3,95.58,Nguy hiểm,2024-05-30 14:39:18
13423,4475,1,47.21,Chú ý,2024-03-04 12:23:39
13424,4475,2,48.71,Cảnh báo,2024-03-04 12:23:39
13425,4475,3,50.71,Nguy hiểm,2024-03-04 12:23:39
13426,4476,1,16.36,Chú ý,2024-05-25 21:35:45
13427,4476,2,17.86,Cảnh báo,2024-05-25 21:35:45
13428,4476,3,19.86,Nguy hiểm,2024-05-25 21:35:45
13429,4477,1,82.69,Chú ý,2024-08-17 13:28:32
13430,4477,2,84.19,Cảnh báo,2024-08-17 13:28:32
13431,4477,3,86.19,Nguy hiểm,2024-08-17 13:28:32
13432,4478,1,21.14,Chú ý,2024-03-16 20:18:57
13433,4478,2,22.64,Cảnh báo,2024-03-16 20:18:57
13434,4478,3,24.64,Nguy hiểm,2024-03-16 20:18:57
13435,4479,1,83.24,Chú ý,2024-03-19 14:06:03
13436,4479,2,84.74,Cảnh báo,2024-03-19 14:06:03
13437,4479,3,86.74,Nguy hiểm,2024-03-19 14:06:03
13438,4480,1,92.03,Chú ý,2024-01-08 04:38:04
13439,4480,2,93.53,Cảnh báo,2024-01-08 04:38:04
13440,4480,3,95.53,Nguy hiểm,2024-01-08 04:38:04
13441,4481,1,52.60,Chú ý,2024-08-13 07:01:21
13442,4481,2,54.10,Cảnh báo,2024-08-13 07:01:21
13443,4481,3,56.10,Nguy hiểm,2024-08-13 07:01:21
13444,4482,1,4.07,Chú ý,2024-03-05 13:11:25
13445,4482,2,5.57,Cảnh báo,2024-03-05 13:11:25
13446,4482,3,7.57,Nguy hiểm,2024-03-05 13:11:25
13447,4483,1,39.56,Chú ý,2024-07-16 02:07:12
13448,4483,2,41.06,Cảnh báo,2024-07-16 02:07:12
13449,4483,3,43.06,Nguy hiểm,2024-07-16 02:07:12
13450,4484,1,89.06,Chú ý,2024-03-14 13:57:20
13451,4484,2,90.56,Cảnh báo,2024-03-14 13:57:20
13452,4484,3,92.56,Nguy hiểm,2024-03-14 13:57:20
13453,4485,1,64.08,Chú ý,2024-12-16 23:46:54
13454,4485,2,65.58,Cảnh báo,2024-12-16 23:46:54
13455,4485,3,67.58,Nguy hiểm,2024-12-16 23:46:54
13456,4486,1,22.82,Chú ý,2024-12-06 20:16:25
13457,4486,2,24.32,Cảnh báo,2024-12-06 20:16:25
13458,4486,3,26.32,Nguy hiểm,2024-12-06 20:16:25
13459,4487,1,28.67,Chú ý,2024-06-24 16:12:45
13460,4487,2,30.17,Cảnh báo,2024-06-24 16:12:45
13461,4487,3,32.17,Nguy hiểm,2024-06-24 16:12:45
13462,4488,1,18.96,Chú ý,2024-12-20 04:54:30
13463,4488,2,20.46,Cảnh báo,2024-12-20 04:54:30
13464,4488,3,22.46,Nguy hiểm,2024-12-20 04:54:30
13465,4489,1,10.02,Chú ý,2024-06-04 02:22:28
13466,4489,2,11.52,Cảnh báo,2024-06-04 02:22:28
13467,4489,3,13.52,Nguy hiểm,2024-06-04 02:22:28
13468,4490,1,62.16,Chú ý,2024-01-11 18:54:00
13469,4490,2,63.66,Cảnh báo,2024-01-11 18:54:00
13470,4490,3,65.66,Nguy hiểm,2024-01-11 18:54:00
13471,4491,1,17.69,Chú ý,2024-08-18 02:46:19
13472,4491,2,19.19,Cảnh báo,2024-08-18 02:46:19
13473,4491,3,21.19,Nguy hiểm,2024-08-18 02:46:19
13474,4492,1,88.04,Chú ý,2024-12-26 18:19:15
13475,4492,2,89.54,Cảnh báo,2024-12-26 18:19:15
13476,4492,3,91.54,Nguy hiểm,2024-12-26 18:19:15
13477,4493,1,60.85,Chú ý,2024-05-02 15:30:45
13478,4493,2,62.35,Cảnh báo,2024-05-02 15:30:45
13479,4493,3,64.35,Nguy hiểm,2024-05-02 15:30:45
13480,4494,1,25.14,Chú ý,2024-04-04 21:38:06
13481,4494,2,26.64,Cảnh báo,2024-04-04 21:38:06
13482,4494,3,28.64,Nguy hiểm,2024-04-04 21:38:06
13483,4495,1,66.25,Chú ý,2024-03-07 22:30:57
13484,4495,2,67.75,Cảnh báo,2024-03-07 22:30:57
13485,4495,3,69.75,Nguy hiểm,2024-03-07 22:30:57
13486,4496,1,78.01,Chú ý,2024-03-10 20:39:12
13487,4496,2,79.51,Cảnh báo,2024-03-10 20:39:12
13488,4496,3,81.51,Nguy hiểm,2024-03-10 20:39:12
13489,4497,1,67.99,Chú ý,2024-08-30 03:27:48
13490,4497,2,69.49,Cảnh báo,2024-08-30 03:27:48
13491,4497,3,71.49,Nguy hiểm,2024-08-30 03:27:48
13492,4498,1,35.79,Chú ý,2024-03-16 13:10:02
13493,4498,2,37.29,Cảnh báo,2024-03-16 13:10:02
13494,4498,3,39.29,Nguy hiểm,2024-03-16 13:10:02
13495,4499,1,55.56,Chú ý,2024-11-26 15:00:04
13496,4499,2,57.06,Cảnh báo,2024-11-26 15:00:04
13497,4499,3,59.06,Nguy hiểm,2024-11-26 15:00:04
13498,4500,1,86.74,Chú ý,2024-03-28 04:01:16
13499,4500,2,88.24,Cảnh báo,2024-03-28 04:01:16
13500,4500,3,90.24,Nguy hiểm,2024-03-28 04:01:16
13501,4501,1,65.92,Chú ý,2024-03-09 15:42:39
13502,4501,2,67.42,Cảnh báo,2024-03-09 15:42:39
13503,4501,3,69.42,Nguy hiểm,2024-03-09 15:42:39
13504,4502,1,19.20,Chú ý,2024-01-30 14:52:57
13505,4502,2,20.70,Cảnh báo,2024-01-30 14:52:57
13506,4502,3,22.70,Nguy hiểm,2024-01-30 14:52:57
13507,4503,1,92.71,Chú ý,2024-02-13 17:59:58
13508,4503,2,94.21,Cảnh báo,2024-02-13 17:59:58
13509,4503,3,96.21,Nguy hiểm,2024-02-13 17:59:58
13510,4504,1,45.33,Chú ý,2024-06-11 00:10:45
13511,4504,2,46.83,Cảnh báo,2024-06-11 00:10:45
13512,4504,3,48.83,Nguy hiểm,2024-06-11 00:10:45
13513,4505,1,90.92,Chú ý,2024-02-10 09:10:29
13514,4505,2,92.42,Cảnh báo,2024-02-10 09:10:29
13515,4505,3,94.42,Nguy hiểm,2024-02-10 09:10:29
13516,4506,1,28.08,Chú ý,2024-07-27 15:22:52
13517,4506,2,29.58,Cảnh báo,2024-07-27 15:22:52
13518,4506,3,31.58,Nguy hiểm,2024-07-27 15:22:52
13519,4507,1,76.63,Chú ý,2024-11-21 03:00:19
13520,4507,2,78.13,Cảnh báo,2024-11-21 03:00:19
13521,4507,3,80.13,Nguy hiểm,2024-11-21 03:00:19
13522,4508,1,40.63,Chú ý,2024-08-09 08:56:45
13523,4508,2,42.13,Cảnh báo,2024-08-09 08:56:45
13524,4508,3,44.13,Nguy hiểm,2024-08-09 08:56:45
13525,4509,1,46.00,Chú ý,2024-07-22 15:55:28
13526,4509,2,47.50,Cảnh báo,2024-07-22 15:55:28
13527,4509,3,49.50,Nguy hiểm,2024-07-22 15:55:28
13528,4510,1,34.57,Chú ý,2024-10-13 02:59:52
13529,4510,2,36.07,Cảnh báo,2024-10-13 02:59:52
13530,4510,3,38.07,Nguy hiểm,2024-10-13 02:59:52
13531,4511,1,88.59,Chú ý,2024-10-17 20:34:26
13532,4511,2,90.09,Cảnh báo,2024-10-17 20:34:26
13533,4511,3,92.09,Nguy hiểm,2024-10-17 20:34:26
13534,4512,1,45.32,Chú ý,2024-02-20 05:10:27
13535,4512,2,46.82,Cảnh báo,2024-02-20 05:10:27
13536,4512,3,48.82,Nguy hiểm,2024-02-20 05:10:27
13537,4513,1,62.75,Chú ý,2024-10-04 14:58:08
13538,4513,2,64.25,Cảnh báo,2024-10-04 14:58:08
13539,4513,3,66.25,Nguy hiểm,2024-10-04 14:58:08
13540,4514,1,9.47,Chú ý,2024-03-12 01:53:10
13541,4514,2,10.97,Cảnh báo,2024-03-12 01:53:10
13542,4514,3,12.97,Nguy hiểm,2024-03-12 01:53:10
13543,4515,1,30.29,Chú ý,2024-08-25 13:46:34
13544,4515,2,31.79,Cảnh báo,2024-08-25 13:46:34
13545,4515,3,33.79,Nguy hiểm,2024-08-25 13:46:34
13546,4516,1,13.22,Chú ý,2024-10-11 13:37:18
13547,4516,2,14.72,Cảnh báo,2024-10-11 13:37:18
13548,4516,3,16.72,Nguy hiểm,2024-10-11 13:37:18
13549,4517,1,58.55,Chú ý,2024-11-30 17:13:56
13550,4517,2,60.05,Cảnh báo,2024-11-30 17:13:56
13551,4517,3,62.05,Nguy hiểm,2024-11-30 17:13:56
13552,4518,1,87.84,Chú ý,2024-06-22 09:48:27
13553,4518,2,89.34,Cảnh báo,2024-06-22 09:48:27
13554,4518,3,91.34,Nguy hiểm,2024-06-22 09:48:27
13555,4519,1,62.64,Chú ý,2024-08-26 01:15:34
13556,4519,2,64.14,Cảnh báo,2024-08-26 01:15:34
13557,4519,3,66.14,Nguy hiểm,2024-08-26 01:15:34
13558,4520,1,66.84,Chú ý,2024-07-18 11:54:44
13559,4520,2,68.34,Cảnh báo,2024-07-18 11:54:44
13560,4520,3,70.34,Nguy hiểm,2024-07-18 11:54:44
13561,4521,1,3.98,Chú ý,2024-03-26 04:23:54
13562,4521,2,5.48,Cảnh báo,2024-03-26 04:23:54
13563,4521,3,7.48,Nguy hiểm,2024-03-26 04:23:54
13564,4522,1,75.38,Chú ý,2024-10-16 09:04:41
13565,4522,2,76.88,Cảnh báo,2024-10-16 09:04:41
13566,4522,3,78.88,Nguy hiểm,2024-10-16 09:04:41
13567,4523,1,36.61,Chú ý,2024-03-17 09:27:21
13568,4523,2,38.11,Cảnh báo,2024-03-17 09:27:21
13569,4523,3,40.11,Nguy hiểm,2024-03-17 09:27:21
13570,4524,1,56.13,Chú ý,2024-03-14 05:25:57
13571,4524,2,57.63,Cảnh báo,2024-03-14 05:25:57
13572,4524,3,59.63,Nguy hiểm,2024-03-14 05:25:57
13573,4525,1,6.62,Chú ý,2024-11-10 10:08:28
13574,4525,2,8.12,Cảnh báo,2024-11-10 10:08:28
13575,4525,3,10.12,Nguy hiểm,2024-11-10 10:08:28
13576,4526,1,91.46,Chú ý,2024-08-01 12:49:04
13577,4526,2,92.96,Cảnh báo,2024-08-01 12:49:04
13578,4526,3,94.96,Nguy hiểm,2024-08-01 12:49:04
13579,4527,1,70.57,Chú ý,2024-12-25 04:44:16
13580,4527,2,72.07,Cảnh báo,2024-12-25 04:44:16
13581,4527,3,74.07,Nguy hiểm,2024-12-25 04:44:16
13582,4528,1,67.67,Chú ý,2024-08-07 06:02:10
13583,4528,2,69.17,Cảnh báo,2024-08-07 06:02:10
13584,4528,3,71.17,Nguy hiểm,2024-08-07 06:02:10
13585,4529,1,41.61,Chú ý,2024-09-27 21:13:53
13586,4529,2,43.11,Cảnh báo,2024-09-27 21:13:53
13587,4529,3,45.11,Nguy hiểm,2024-09-27 21:13:53
13588,4530,1,45.40,Chú ý,2024-04-04 18:51:23
13589,4530,2,46.90,Cảnh báo,2024-04-04 18:51:23
13590,4530,3,48.90,Nguy hiểm,2024-04-04 18:51:23
13591,4531,1,100.80,Chú ý,2024-03-21 07:36:02
13592,4531,2,102.30,Cảnh báo,2024-03-21 07:36:02
13593,4531,3,104.30,Nguy hiểm,2024-03-21 07:36:02
13594,4532,1,40.34,Chú ý,2024-11-02 15:38:26
13595,4532,2,41.84,Cảnh báo,2024-11-02 15:38:26
13596,4532,3,43.84,Nguy hiểm,2024-11-02 15:38:26
13597,4533,1,50.12,Chú ý,2024-12-15 13:48:13
13598,4533,2,51.62,Cảnh báo,2024-12-15 13:48:13
13599,4533,3,53.62,Nguy hiểm,2024-12-15 13:48:13
13600,4534,1,13.35,Chú ý,2024-09-02 02:20:01
13601,4534,2,14.85,Cảnh báo,2024-09-02 02:20:01
13602,4534,3,16.85,Nguy hiểm,2024-09-02 02:20:01
13603,4535,1,78.41,Chú ý,2024-03-09 18:04:06
13604,4535,2,79.91,Cảnh báo,2024-03-09 18:04:06
13605,4535,3,81.91,Nguy hiểm,2024-03-09 18:04:06
13606,4536,1,56.94,Chú ý,2024-10-28 17:53:56
13607,4536,2,58.44,Cảnh báo,2024-10-28 17:53:56
13608,4536,3,60.44,Nguy hiểm,2024-10-28 17:53:56
13609,4537,1,17.43,Chú ý,2024-07-15 10:47:03
13610,4537,2,18.93,Cảnh báo,2024-07-15 10:47:03
13611,4537,3,20.93,Nguy hiểm,2024-07-15 10:47:03
13612,4538,1,73.33,Chú ý,2024-02-29 04:02:50
13613,4538,2,74.83,Cảnh báo,2024-02-29 04:02:50
13614,4538,3,76.83,Nguy hiểm,2024-02-29 04:02:50
13615,4539,1,74.74,Chú ý,2024-03-27 22:01:14
13616,4539,2,76.24,Cảnh báo,2024-03-27 22:01:14
13617,4539,3,78.24,Nguy hiểm,2024-03-27 22:01:14
13618,4540,1,61.71,Chú ý,2024-11-28 11:47:15
13619,4540,2,63.21,Cảnh báo,2024-11-28 11:47:15
13620,4540,3,65.21,Nguy hiểm,2024-11-28 11:47:15
13621,4541,1,95.32,Chú ý,2024-10-12 22:39:24
13622,4541,2,96.82,Cảnh báo,2024-10-12 22:39:24
13623,4541,3,98.82,Nguy hiểm,2024-10-12 22:39:24
13624,4542,1,49.99,Chú ý,2024-05-29 18:27:03
13625,4542,2,51.49,Cảnh báo,2024-05-29 18:27:03
13626,4542,3,53.49,Nguy hiểm,2024-05-29 18:27:03
13627,4543,1,64.60,Chú ý,2024-05-23 18:49:53
13628,4543,2,66.10,Cảnh báo,2024-05-23 18:49:53
13629,4543,3,68.10,Nguy hiểm,2024-05-23 18:49:53
13630,4544,1,91.44,Chú ý,2024-07-28 00:37:56
13631,4544,2,92.94,Cảnh báo,2024-07-28 00:37:56
13632,4544,3,94.94,Nguy hiểm,2024-07-28 00:37:56
13633,4545,1,28.51,Chú ý,2024-10-26 03:56:42
13634,4545,2,30.01,Cảnh báo,2024-10-26 03:56:42
13635,4545,3,32.01,Nguy hiểm,2024-10-26 03:56:42
13636,4546,1,46.24,Chú ý,2024-06-08 03:09:40
13637,4546,2,47.74,Cảnh báo,2024-06-08 03:09:40
13638,4546,3,49.74,Nguy hiểm,2024-06-08 03:09:40
13639,4547,1,13.01,Chú ý,2024-08-18 11:04:58
13640,4547,2,14.51,Cảnh báo,2024-08-18 11:04:58
13641,4547,3,16.51,Nguy hiểm,2024-08-18 11:04:58
13642,4548,1,26.57,Chú ý,2024-09-26 01:10:09
13643,4548,2,28.07,Cảnh báo,2024-09-26 01:10:09
13644,4548,3,30.07,Nguy hiểm,2024-09-26 01:10:09
13645,4549,1,75.08,Chú ý,2024-01-07 11:03:41
13646,4549,2,76.58,Cảnh báo,2024-01-07 11:03:41
13647,4549,3,78.58,Nguy hiểm,2024-01-07 11:03:41
13648,4550,1,40.88,Chú ý,2024-05-23 03:58:07
13649,4550,2,42.38,Cảnh báo,2024-05-23 03:58:07
13650,4550,3,44.38,Nguy hiểm,2024-05-23 03:58:07
13651,4551,1,40.25,Chú ý,2024-03-07 08:06:37
13652,4551,2,41.75,Cảnh báo,2024-03-07 08:06:37
13653,4551,3,43.75,Nguy hiểm,2024-03-07 08:06:37
13654,4552,1,11.37,Chú ý,2024-05-05 16:50:56
13655,4552,2,12.87,Cảnh báo,2024-05-05 16:50:56
13656,4552,3,14.87,Nguy hiểm,2024-05-05 16:50:56
13657,4553,1,61.02,Chú ý,2024-12-12 01:44:20
13658,4553,2,62.52,Cảnh báo,2024-12-12 01:44:20
13659,4553,3,64.52,Nguy hiểm,2024-12-12 01:44:20
13660,4554,1,29.15,Chú ý,2024-06-17 23:56:29
13661,4554,2,30.65,Cảnh báo,2024-06-17 23:56:29
13662,4554,3,32.65,Nguy hiểm,2024-06-17 23:56:29
13663,4555,1,75.45,Chú ý,2024-12-10 07:39:32
13664,4555,2,76.95,Cảnh báo,2024-12-10 07:39:32
13665,4555,3,78.95,Nguy hiểm,2024-12-10 07:39:32
13666,4556,1,46.28,Chú ý,2024-08-31 15:48:23
13667,4556,2,47.78,Cảnh báo,2024-08-31 15:48:23
13668,4556,3,49.78,Nguy hiểm,2024-08-31 15:48:23
13669,4557,1,44.09,Chú ý,2024-04-28 06:15:54
13670,4557,2,45.59,Cảnh báo,2024-04-28 06:15:54
13671,4557,3,47.59,Nguy hiểm,2024-04-28 06:15:54
13672,4558,1,41.44,Chú ý,2024-01-09 09:16:03
13673,4558,2,42.94,Cảnh báo,2024-01-09 09:16:03
13674,4558,3,44.94,Nguy hiểm,2024-01-09 09:16:03
13675,4559,1,47.50,Chú ý,2024-09-23 09:59:55
13676,4559,2,49.00,Cảnh báo,2024-09-23 09:59:55
13677,4559,3,51.00,Nguy hiểm,2024-09-23 09:59:55
13678,4560,1,70.22,Chú ý,2024-11-26 08:14:35
13679,4560,2,71.72,Cảnh báo,2024-11-26 08:14:35
13680,4560,3,73.72,Nguy hiểm,2024-11-26 08:14:35
13681,4561,1,96.88,Chú ý,2024-03-16 03:56:06
13682,4561,2,98.38,Cảnh báo,2024-03-16 03:56:06
13683,4561,3,100.38,Nguy hiểm,2024-03-16 03:56:06
13684,4562,1,32.08,Chú ý,2024-06-08 14:21:50
13685,4562,2,33.58,Cảnh báo,2024-06-08 14:21:50
13686,4562,3,35.58,Nguy hiểm,2024-06-08 14:21:50
13687,4563,1,53.64,Chú ý,2024-09-01 15:13:18
13688,4563,2,55.14,Cảnh báo,2024-09-01 15:13:18
13689,4563,3,57.14,Nguy hiểm,2024-09-01 15:13:18
13690,4564,1,55.38,Chú ý,2024-07-26 01:57:06
13691,4564,2,56.88,Cảnh báo,2024-07-26 01:57:06
13692,4564,3,58.88,Nguy hiểm,2024-07-26 01:57:06
13693,4565,1,60.14,Chú ý,2024-01-11 20:33:13
13694,4565,2,61.64,Cảnh báo,2024-01-11 20:33:13
13695,4565,3,63.64,Nguy hiểm,2024-01-11 20:33:13
13696,4566,1,62.19,Chú ý,2024-09-14 10:30:06
13697,4566,2,63.69,Cảnh báo,2024-09-14 10:30:06
13698,4566,3,65.69,Nguy hiểm,2024-09-14 10:30:06
13699,4567,1,2.99,Chú ý,2024-03-07 08:54:57
13700,4567,2,4.49,Cảnh báo,2024-03-07 08:54:57
13701,4567,3,6.49,Nguy hiểm,2024-03-07 08:54:57
13702,4568,1,18.32,Chú ý,2024-02-24 04:36:58
13703,4568,2,19.82,Cảnh báo,2024-02-24 04:36:58
13704,4568,3,21.82,Nguy hiểm,2024-02-24 04:36:58
13705,4569,1,57.01,Chú ý,2024-12-16 04:44:58
13706,4569,2,58.51,Cảnh báo,2024-12-16 04:44:58
13707,4569,3,60.51,Nguy hiểm,2024-12-16 04:44:58
13708,4570,1,28.92,Chú ý,2024-11-19 17:22:40
13709,4570,2,30.42,Cảnh báo,2024-11-19 17:22:40
13710,4570,3,32.42,Nguy hiểm,2024-11-19 17:22:40
13711,4571,1,24.03,Chú ý,2024-08-04 00:55:25
13712,4571,2,25.53,Cảnh báo,2024-08-04 00:55:25
13713,4571,3,27.53,Nguy hiểm,2024-08-04 00:55:25
13714,4572,1,89.06,Chú ý,2024-11-08 10:27:49
13715,4572,2,90.56,Cảnh báo,2024-11-08 10:27:49
13716,4572,3,92.56,Nguy hiểm,2024-11-08 10:27:49
13717,4573,1,83.07,Chú ý,2024-08-02 00:18:00
13718,4573,2,84.57,Cảnh báo,2024-08-02 00:18:00
13719,4573,3,86.57,Nguy hiểm,2024-08-02 00:18:00
13720,4574,1,28.06,Chú ý,2024-11-27 21:32:47
13721,4574,2,29.56,Cảnh báo,2024-11-27 21:32:47
13722,4574,3,31.56,Nguy hiểm,2024-11-27 21:32:47
13723,4575,1,43.39,Chú ý,2024-12-02 02:59:09
13724,4575,2,44.89,Cảnh báo,2024-12-02 02:59:09
13725,4575,3,46.89,Nguy hiểm,2024-12-02 02:59:09
13726,4576,1,46.48,Chú ý,2024-05-23 21:51:03
13727,4576,2,47.98,Cảnh báo,2024-05-23 21:51:03
13728,4576,3,49.98,Nguy hiểm,2024-05-23 21:51:03
13729,4577,1,6.57,Chú ý,2024-05-13 22:49:33
13730,4577,2,8.07,Cảnh báo,2024-05-13 22:49:33
13731,4577,3,10.07,Nguy hiểm,2024-05-13 22:49:33
13732,4578,1,12.13,Chú ý,2024-12-11 02:23:40
13733,4578,2,13.63,Cảnh báo,2024-12-11 02:23:40
13734,4578,3,15.63,Nguy hiểm,2024-12-11 02:23:40
13735,4579,1,22.23,Chú ý,2024-12-19 20:37:51
13736,4579,2,23.73,Cảnh báo,2024-12-19 20:37:51
13737,4579,3,25.73,Nguy hiểm,2024-12-19 20:37:51
13738,4580,1,27.98,Chú ý,2024-08-07 13:17:16
13739,4580,2,29.48,Cảnh báo,2024-08-07 13:17:16
13740,4580,3,31.48,Nguy hiểm,2024-08-07 13:17:16
13741,4581,1,68.16,Chú ý,2024-12-14 10:32:05
13742,4581,2,69.66,Cảnh báo,2024-12-14 10:32:05
13743,4581,3,71.66,Nguy hiểm,2024-12-14 10:32:05
13744,4582,1,52.01,Chú ý,2024-07-05 08:32:53
13745,4582,2,53.51,Cảnh báo,2024-07-05 08:32:53
13746,4582,3,55.51,Nguy hiểm,2024-07-05 08:32:53
13747,4583,1,13.77,Chú ý,2024-07-02 08:19:44
13748,4583,2,15.27,Cảnh báo,2024-07-02 08:19:44
13749,4583,3,17.27,Nguy hiểm,2024-07-02 08:19:44
13750,4584,1,5.47,Chú ý,2024-02-13 21:13:23
13751,4584,2,6.97,Cảnh báo,2024-02-13 21:13:23
13752,4584,3,8.97,Nguy hiểm,2024-02-13 21:13:23
13753,4585,1,90.41,Chú ý,2024-02-17 17:16:49
13754,4585,2,91.91,Cảnh báo,2024-02-17 17:16:49
13755,4585,3,93.91,Nguy hiểm,2024-02-17 17:16:49
13756,4586,1,32.15,Chú ý,2024-04-07 21:24:58
13757,4586,2,33.65,Cảnh báo,2024-04-07 21:24:58
13758,4586,3,35.65,Nguy hiểm,2024-04-07 21:24:58
13759,4587,1,41.14,Chú ý,2024-04-16 12:16:36
13760,4587,2,42.64,Cảnh báo,2024-04-16 12:16:36
13761,4587,3,44.64,Nguy hiểm,2024-04-16 12:16:36
13762,4588,1,91.79,Chú ý,2024-06-04 16:22:20
13763,4588,2,93.29,Cảnh báo,2024-06-04 16:22:20
13764,4588,3,95.29,Nguy hiểm,2024-06-04 16:22:20
13765,4589,1,95.53,Chú ý,2024-05-26 17:37:44
13766,4589,2,97.03,Cảnh báo,2024-05-26 17:37:44
13767,4589,3,99.03,Nguy hiểm,2024-05-26 17:37:44
13768,4590,1,34.20,Chú ý,2024-05-13 16:06:40
13769,4590,2,35.70,Cảnh báo,2024-05-13 16:06:40
13770,4590,3,37.70,Nguy hiểm,2024-05-13 16:06:40
13771,4591,1,15.62,Chú ý,2024-12-28 02:57:37
13772,4591,2,17.12,Cảnh báo,2024-12-28 02:57:37
13773,4591,3,19.12,Nguy hiểm,2024-12-28 02:57:37
13774,4592,1,87.08,Chú ý,2024-02-18 12:00:17
13775,4592,2,88.58,Cảnh báo,2024-02-18 12:00:17
13776,4592,3,90.58,Nguy hiểm,2024-02-18 12:00:17
13777,4593,1,94.72,Chú ý,2024-09-08 11:17:21
13778,4593,2,96.22,Cảnh báo,2024-09-08 11:17:21
13779,4593,3,98.22,Nguy hiểm,2024-09-08 11:17:21
13780,4594,1,27.73,Chú ý,2024-04-29 08:16:23
13781,4594,2,29.23,Cảnh báo,2024-04-29 08:16:23
13782,4594,3,31.23,Nguy hiểm,2024-04-29 08:16:23
13783,4595,1,30.71,Chú ý,2024-11-01 01:05:11
13784,4595,2,32.21,Cảnh báo,2024-11-01 01:05:11
13785,4595,3,34.21,Nguy hiểm,2024-11-01 01:05:11
13786,4596,1,45.49,Chú ý,2024-03-07 07:14:55
13787,4596,2,46.99,Cảnh báo,2024-03-07 07:14:55
13788,4596,3,48.99,Nguy hiểm,2024-03-07 07:14:55
13789,4597,1,55.17,Chú ý,2024-05-01 09:04:56
13790,4597,2,56.67,Cảnh báo,2024-05-01 09:04:56
13791,4597,3,58.67,Nguy hiểm,2024-05-01 09:04:56
13792,4598,1,15.65,Chú ý,2024-05-09 07:56:34
13793,4598,2,17.15,Cảnh báo,2024-05-09 07:56:34
13794,4598,3,19.15,Nguy hiểm,2024-05-09 07:56:34
13795,4599,1,71.80,Chú ý,2024-11-30 17:02:59
13796,4599,2,73.30,Cảnh báo,2024-11-30 17:02:59
13797,4599,3,75.30,Nguy hiểm,2024-11-30 17:02:59
13798,4600,1,26.79,Chú ý,2024-02-19 14:29:26
13799,4600,2,28.29,Cảnh báo,2024-02-19 14:29:26
13800,4600,3,30.29,Nguy hiểm,2024-02-19 14:29:26
13801,4601,1,88.46,Chú ý,2024-12-26 21:39:49
13802,4601,2,89.96,Cảnh báo,2024-12-26 21:39:49
13803,4601,3,91.96,Nguy hiểm,2024-12-26 21:39:49
13804,4602,1,79.49,Chú ý,2024-02-25 14:35:37
13805,4602,2,80.99,Cảnh báo,2024-02-25 14:35:37
13806,4602,3,82.99,Nguy hiểm,2024-02-25 14:35:37
13807,4603,1,44.35,Chú ý,2024-04-15 03:06:22
13808,4603,2,45.85,Cảnh báo,2024-04-15 03:06:22
13809,4603,3,47.85,Nguy hiểm,2024-04-15 03:06:22
13810,4604,1,63.44,Chú ý,2024-08-03 19:21:36
13811,4604,2,64.94,Cảnh báo,2024-08-03 19:21:36
13812,4604,3,66.94,Nguy hiểm,2024-08-03 19:21:36
13813,4605,1,34.31,Chú ý,2024-03-11 06:31:34
13814,4605,2,35.81,Cảnh báo,2024-03-11 06:31:34
13815,4605,3,37.81,Nguy hiểm,2024-03-11 06:31:34
13816,4606,1,85.75,Chú ý,2024-02-24 08:21:51
13817,4606,2,87.25,Cảnh báo,2024-02-24 08:21:51
13818,4606,3,89.25,Nguy hiểm,2024-02-24 08:21:51
13819,4607,1,13.51,Chú ý,2024-07-14 02:18:26
13820,4607,2,15.01,Cảnh báo,2024-07-14 02:18:26
13821,4607,3,17.01,Nguy hiểm,2024-07-14 02:18:26
13822,4608,1,46.64,Chú ý,2024-01-22 06:12:20
13823,4608,2,48.14,Cảnh báo,2024-01-22 06:12:20
13824,4608,3,50.14,Nguy hiểm,2024-01-22 06:12:20
13825,4609,1,65.35,Chú ý,2024-05-21 01:56:52
13826,4609,2,66.85,Cảnh báo,2024-05-21 01:56:52
13827,4609,3,68.85,Nguy hiểm,2024-05-21 01:56:52
13828,4610,1,47.18,Chú ý,2024-04-14 13:32:43
13829,4610,2,48.68,Cảnh báo,2024-04-14 13:32:43
13830,4610,3,50.68,Nguy hiểm,2024-04-14 13:32:43
13831,4611,1,23.37,Chú ý,2024-10-26 23:04:40
13832,4611,2,24.87,Cảnh báo,2024-10-26 23:04:40
13833,4611,3,26.87,Nguy hiểm,2024-10-26 23:04:40
13834,4612,1,74.81,Chú ý,2024-11-27 08:09:56
13835,4612,2,76.31,Cảnh báo,2024-11-27 08:09:56
13836,4612,3,78.31,Nguy hiểm,2024-11-27 08:09:56
13837,4613,1,85.99,Chú ý,2024-02-16 05:55:45
13838,4613,2,87.49,Cảnh báo,2024-02-16 05:55:45
